org_id,year,org_name,org_type,org_country_code,paper_count,collaborative_paper_count,international_collab_paper_count,industry_academia_paper_count,cross_sector_paper_count,government_academia_paper_count,unique_partner_org_count
I172675005,2020,Nanyang Technological University,education,SG,7,6,6,6,6,0,6
I172675005,2021,Nanyang Technological University,education,SG,12,12,11,9,11,2,11
I172675005,2022,Nanyang Technological University,education,SG,11,11,10,9,10,1,14
I172675005,2023,Nanyang Technological University,education,SG,27,24,22,8,14,3,48
I172675005,2024,Nanyang Technological University,education,SG,30,26,21,8,13,2,44
I172675005,2025,Nanyang Technological University,education,SG,52,47,43,19,28,5,86
I172828483,2023,University of Sri Jayewardenepura,education,LK,1,1,1,0,0,0,1
I173093425,2025,Chang Gung University,education,TW,1,1,1,1,1,0,3
I173304897,2024,Universidad de Granada,education,ES,1,1,1,1,1,0,2
I173759888,2024,Hunan Normal University,education,CN,2,2,0,0,2,2,3
I173899330,2025,Henan Univeristy,education,CN,1,1,0,0,0,0,1
I173911158,2023,Iowa State University,education,US,3,0,0,0,0,0,0
I173911158,2024,Iowa State University,education,US,1,1,0,1,1,0,2
I173911158,2025,Iowa State University,education,US,4,1,0,1,1,0,1
I174306211,2020,Technion ??Israel Institute of Technology,education,IL,1,1,1,0,1,0,3
I174306211,2021,Technion ??Israel Institute of Technology,education,IL,4,3,3,1,1,0,5
I174306211,2022,Technion ??Israel Institute of Technology,education,IL,2,2,2,0,0,0,2
I174306211,2023,Technion ??Israel Institute of Technology,education,IL,5,4,3,1,1,0,4
I174306211,2024,Technion ??Israel Institute of Technology,education,IL,6,5,5,2,2,0,12
I174306211,2025,Technion ??Israel Institute of Technology,education,IL,9,7,6,2,2,0,11
I174385955,2024,Hefei Normal University,education,CN,1,1,0,0,0,0,3
I174385955,2025,Hefei Normal University,education,CN,2,2,1,0,2,0,3
I17442442,2024,State Grid Corporation of China,company,CN,1,1,0,1,1,0,2
I17442442,2025,State Grid Corporation of China,company,CN,1,1,1,1,1,0,2
I174458059,2023,National Technical University of Athens,education,GR,1,0,0,0,0,0,0
I174458059,2025,National Technical University of Athens,education,GR,4,4,4,1,3,0,9
I174689663,2025,Universidad de Flores,education,AR,1,1,1,0,1,0,2
I175399479,2024,Haldia Institute of Technology,education,IN,1,1,1,0,0,0,2
I175532246,2024,University of Eastern Finland,education,FI,1,1,1,1,1,1,35
I176453806,2020,University of Potsdam,education,DE,1,0,0,0,0,0,0
I176453806,2021,University of Potsdam,education,DE,3,2,1,1,2,0,4
I176453806,2022,University of Potsdam,education,DE,1,1,1,1,1,0,3
I176453806,2023,University of Potsdam,education,DE,5,5,3,0,3,0,7
I176453806,2024,University of Potsdam,education,DE,1,1,1,0,0,0,2
I176453806,2025,University of Potsdam,education,DE,3,1,1,0,1,0,10
I177097968,2023,University of Tennessee at Chattanooga,education,US,1,1,1,0,1,1,5
I177477856,2025,Politecnico di Torino,education,IT,2,2,2,1,1,0,3
I177639307,2020,University of Dundee,education,GB,2,2,2,0,0,0,1
I177639307,2023,University of Dundee,education,GB,2,2,2,0,0,0,1
I177725633,2020,Chinese University of Hong Kong,education,CN,8,7,5,6,6,0,9
I177725633,2021,Chinese University of Hong Kong,education,CN,11,11,8,5,5,0,11
I177725633,2022,Chinese University of Hong Kong,education,CN,12,12,9,11,11,0,19
I177725633,2023,Chinese University of Hong Kong,education,CN,17,15,9,9,10,0,22
I177725633,2024,Chinese University of Hong Kong,education,CN,34,34,20,10,20,1,49
I177725633,2025,Chinese University of Hong Kong,education,CN,52,49,29,22,31,2,85
I177738480,2025,Japan Advanced Institute of Science and Technology,education,JP,3,2,1,1,2,0,4
I177802217,2021,University of Mannheim,education,DE,2,2,1,1,1,0,2
I177802217,2022,University of Mannheim,education,DE,1,1,1,0,0,0,1
I177802217,2023,University of Mannheim,education,DE,1,1,0,0,0,0,1
I177802217,2024,University of Mannheim,education,DE,4,4,3,0,2,0,13
I177802217,2025,University of Mannheim,education,DE,7,7,6,1,2,0,15
I178232147,2025,Guizhou University,education,CN,1,0,0,0,0,0,0
I17866349,2021,Universit茅 de Toulouse,education,FR,1,1,1,0,1,1,3
I17866349,2025,Universit茅 de Toulouse,education,FR,1,1,1,0,1,1,4
I179193067,2020,Khon Kaen University,education,TH,1,1,1,0,0,0,3
I179225836,2024,University of Augsburg,education,DE,3,3,0,2,3,0,6
I17974374,2025,Universidade de S?o Paulo,education,BR,1,1,0,0,0,0,2
I18014758,2020,Simon Fraser University,education,CA,1,0,0,0,0,0,0
I18014758,2021,Simon Fraser University,education,CA,3,3,3,2,2,0,5
I18014758,2022,Simon Fraser University,education,CA,4,3,3,1,1,0,9
I18014758,2023,Simon Fraser University,education,CA,1,0,0,0,0,0,0
I18014758,2025,Simon Fraser University,education,CA,2,2,1,0,1,0,2
I180437899,2023,University of Bremen,education,DE,1,1,0,0,0,0,1
I180662265,2020,China Mobile,company,CN,4,4,3,4,4,0,4
I180662265,2021,China Mobile,company,CN,1,1,1,1,1,0,3
I180662265,2023,China Mobile,company,CN,1,1,0,0,1,0,1
I180662265,2024,China Mobile,company,CN,3,3,1,3,3,0,7
I180662265,2025,China Mobile,company,CN,2,1,0,1,1,0,1
I180670191,2025,"University of California, San Francisco",education,US,1,1,0,0,0,0,1
I180726961,2021,Shenzhen University,education,CN,1,1,0,1,1,0,2
I180726961,2022,Shenzhen University,education,CN,1,1,0,1,1,0,1
I180726961,2024,Shenzhen University,education,CN,4,4,2,1,3,1,9
I180726961,2025,Shenzhen University,education,CN,9,8,6,5,7,1,22
I180825142,2023,"City, University of London",education,GB,2,2,1,2,2,0,3
I180910786,2022,Universidad de la Rep煤blica,education,UY,1,1,1,1,1,0,13
I180910786,2024,Universidad de la Rep煤blica,education,UY,1,1,1,1,1,0,2
I180910786,2025,Universidad de la Rep煤blica,education,UY,1,1,1,1,1,0,12
I180949307,2020,Illinois Institute of Technology,education,US,1,1,0,0,0,0,1
I180949307,2025,Illinois Institute of Technology,education,US,1,1,1,0,0,0,1
I181231927,2021,National University of Ireland,education,IE,1,1,1,1,1,0,1
I181233156,2021,University of Oregon,education,US,3,3,1,2,2,0,7
I181233156,2023,University of Oregon,education,US,2,2,1,2,2,0,14
I181233156,2024,University of Oregon,education,US,1,1,1,1,1,0,2
I181233156,2025,University of Oregon,education,US,1,1,1,1,1,0,3
I181326427,2025,Donghua University,education,CN,2,2,0,1,1,0,3
I181343428,2023,University of Zagreb,education,HR,1,1,0,1,1,0,1
I181401687,2025,American University,education,US,1,1,1,0,0,0,4
I181565077,2024,Georgia State University,education,US,1,1,0,0,0,0,1
I181631907,2023,University of Ibadan,education,NG,1,1,1,1,1,0,23
I181679659,2020,Shanghai University of Finance and Economics,education,CN,1,1,0,0,0,0,1
I181679659,2022,Shanghai University of Finance and Economics,education,CN,3,3,2,2,2,0,6
I181679659,2023,Shanghai University of Finance and Economics,education,CN,2,2,2,1,1,0,6
I181679659,2024,Shanghai University of Finance and Economics,education,CN,1,1,0,0,0,0,2
I181679659,2025,Shanghai University of Finance and Economics,education,CN,1,1,0,1,1,0,3
I181877577,2021,Shanxi University,education,CN,1,1,1,0,1,1,1
I181877577,2023,Shanxi University,education,CN,2,1,1,0,0,0,2
I181877577,2025,Shanxi University,education,CN,3,3,2,0,1,1,7
I182534213,2023,Universidade do Porto,education,PT,1,1,1,1,1,0,23
I182534213,2024,Universidade do Porto,education,PT,1,1,1,0,1,0,1
I182534213,2025,Universidade do Porto,education,PT,2,2,2,1,2,0,4
I182707071,2023,Ludong University,education,CN,1,1,1,0,1,1,4
I182707071,2024,Ludong University,education,CN,1,1,1,0,0,0,2
I182937616,2025,Hyundai Mobis,company,KR,1,1,0,1,1,0,2
I183067930,2020,Shanghai Jiao Tong University,education,CN,2,2,0,2,2,0,3
I183067930,2021,Shanghai Jiao Tong University,education,CN,8,6,4,4,5,0,8
I183067930,2022,Shanghai Jiao Tong University,education,CN,19,15,6,11,13,1,20
I183067930,2023,Shanghai Jiao Tong University,education,CN,20,20,12,10,13,3,26
I183067930,2024,Shanghai Jiao Tong University,education,CN,27,25,14,9,20,1,36
I183067930,2025,Shanghai Jiao Tong University,education,CN,71,67,21,31,51,1,92
I183697816,2023,Bangladesh University of Engineering and Technology,education,BD,1,1,1,0,0,0,3
I183697816,2024,Bangladesh University of Engineering and Technology,education,BD,1,1,1,0,0,0,1
I183697816,2025,Bangladesh University of Engineering and Technology,education,BD,2,2,1,0,0,0,3
I183934855,2022,Genentech,company,US,1,1,0,1,1,0,3
I183934855,2024,Genentech,company,US,1,1,0,1,1,0,1
I183935753,2021,King's College London,education,GB,1,1,1,1,1,1,3
I183935753,2022,King's College London,education,GB,2,2,2,0,1,0,6
I183935753,2023,King's College London,education,GB,3,3,1,0,3,0,3
I183935753,2024,King's College London,education,GB,6,6,4,1,4,0,11
I183935753,2025,King's College London,education,GB,13,11,9,3,9,0,18
I184565670,2020,Georgetown University,education,US,1,1,0,0,1,0,1
I184565670,2021,Georgetown University,education,US,1,1,1,0,0,0,2
I184565670,2022,Georgetown University,education,US,2,1,0,0,1,0,1
I184565670,2024,Georgetown University,education,US,4,2,2,0,0,0,4
I184565670,2025,Georgetown University,education,US,6,4,3,0,0,0,7
I184597095,2020,National Institute of Informatics,facility,JP,2,2,2,1,2,0,6
I184597095,2022,National Institute of Informatics,facility,JP,1,1,0,0,1,0,3
I184597095,2023,National Institute of Informatics,facility,JP,3,3,0,0,3,0,3
I184597095,2024,National Institute of Informatics,facility,JP,1,1,0,0,1,0,1
I184597095,2025,National Institute of Informatics,facility,JP,3,3,1,1,3,0,9
I184942183,2021,University of Oslo,education,NO,3,3,3,0,1,0,3
I184942183,2025,University of Oslo,education,NO,4,4,3,2,3,0,13
I1850255,2023,University of Basel,education,CH,1,1,1,0,0,0,4
I1850255,2024,University of Basel,education,CH,1,1,1,1,1,0,20
I1850255,2025,University of Basel,education,CH,2,2,2,0,1,0,8
I185103710,2020,"University of California, Santa Cruz",education,US,1,1,0,1,1,0,2
I185103710,2021,"University of California, Santa Cruz",education,US,2,1,0,0,0,0,1
I185103710,2023,"University of California, Santa Cruz",education,US,1,0,0,0,0,0,0
I185103710,2024,"University of California, Santa Cruz",education,US,3,3,2,2,2,0,23
I185163786,2025,King Abdulaziz University,education,SA,2,2,2,0,2,0,19
I185261750,2020,University of Toronto,education,CA,3,3,2,0,3,0,4
I185261750,2021,University of Toronto,education,CA,1,1,0,0,1,0,3
I185261750,2022,University of Toronto,education,CA,2,2,1,0,2,0,3
I185261750,2023,University of Toronto,education,CA,3,0,0,0,0,0,0
I185261750,2024,University of Toronto,education,CA,11,10,9,6,8,1,31
I185261750,2025,University of Toronto,education,CA,17,17,12,3,13,0,48
I185443292,2023,Wayne State University,education,US,1,1,1,0,0,0,3
I185940356,2020,Soochow University,education,TW,2,0,0,0,0,0,0
I185940356,2021,Soochow University,education,TW,8,5,5,4,5,0,8
I185940356,2022,Soochow University,education,TW,8,7,7,7,7,0,7
I185940356,2023,Soochow University,education,TW,9,7,7,7,7,0,7
I185940356,2024,Soochow University,education,TW,12,11,11,4,9,2,17
I185940356,2025,Soochow University,education,TW,28,22,22,13,16,1,24
I186143895,2021,Lehigh University,education,US,2,2,2,1,1,0,5
I186143895,2024,Lehigh University,education,US,3,3,2,2,2,0,11
I186272606,2021,Guangdong University of Foreign Studies,education,CN,1,1,0,0,1,0,2
I186272606,2024,Guangdong University of Foreign Studies,education,CN,2,1,0,1,1,0,2
I186272606,2025,Guangdong University of Foreign Studies,education,CN,2,1,0,0,1,0,4
I186903577,2025,University of Luxembourg,education,LU,2,2,2,0,0,0,4
I187400657,2024,South China Normal University,education,CN,2,2,1,0,0,0,3
I187400657,2025,South China Normal University,education,CN,4,2,0,0,0,0,2
I188538660,2020,University of Colorado Boulder,education,US,5,3,1,0,0,0,2
I188538660,2021,University of Colorado Boulder,education,US,3,1,0,0,0,0,1
I188538660,2022,University of Colorado Boulder,education,US,4,4,2,3,3,1,20
I188538660,2023,University of Colorado Boulder,education,US,2,2,1,0,0,0,2
I188538660,2024,University of Colorado Boulder,education,US,4,4,2,1,1,0,6
I188538660,2025,University of Colorado Boulder,education,US,7,6,5,1,2,0,9
I188963388,2022,International Institute of Information Technology,education,IN,1,1,0,0,1,0,1
I188973947,2025,Novosibirsk State University,education,RU,1,1,0,0,1,0,5
I189109744,2024,Indian Institute of Technology Dhanbad,education,IN,2,2,0,1,1,0,3
I189158943,2023,University of Milan,education,IT,1,1,1,1,1,0,7
I189158943,2024,University of Milan,education,IT,1,1,1,0,0,0,1
I189158971,2022,United States Naval Academy,education,US,1,1,0,0,1,0,3
I189158971,2024,United States Naval Academy,education,US,1,1,0,0,0,0,2
I189158971,2025,United States Naval Academy,education,US,1,1,0,0,0,0,3
I189196454,2023,The University of Texas at Arlington,education,US,3,3,3,1,1,0,2
I189196454,2024,The University of Texas at Arlington,education,US,1,0,0,0,0,0,0
I189196454,2025,The University of Texas at Arlington,education,US,3,2,2,0,1,1,4
I189210763,2024,Yunnan University,education,CN,1,0,0,0,0,0,0
I189210763,2025,Yunnan University,education,CN,1,1,0,0,0,0,2
I189712700,2023,University of Konstanz,education,DE,1,1,1,0,1,0,4
I189712700,2024,University of Konstanz,education,DE,1,1,1,0,1,0,2
I189712700,2025,University of Konstanz,education,DE,2,1,1,0,1,0,3
I190082696,2022,Durham University,education,GB,1,1,0,1,1,0,1
I190082696,2023,Durham University,education,GB,1,1,0,0,0,0,1
I190082696,2025,Durham University,education,GB,2,2,1,1,1,0,3
I190249584,2023,Universit?t Innsbruck,education,AT,1,1,1,1,1,0,2
I190249584,2024,Universit?t Innsbruck,education,AT,1,1,1,0,0,0,2
I190249584,2025,Universit?t Innsbruck,education,AT,2,2,2,1,1,0,6
I1902872,2021,EURECOM,education,FR,1,1,1,0,0,0,1
I1902872,2024,EURECOM,education,FR,1,1,1,0,0,0,1
I1902872,2025,EURECOM,education,FR,4,4,3,3,3,0,4
I190632392,2022,Lule? University of Technology,education,SE,1,1,1,1,1,0,24
I190632392,2024,Lule? University of Technology,education,SE,1,1,1,1,1,1,35
I191208505,2021,Xiamen University,education,CN,3,2,1,1,1,0,4
I191208505,2022,Xiamen University,education,CN,5,5,1,4,4,0,9
I191208505,2023,Xiamen University,education,CN,6,4,1,3,3,0,6
I191208505,2024,Xiamen University,education,CN,4,4,1,3,4,0,7
I191208505,2025,Xiamen University,education,CN,16,13,7,6,8,1,29
I191420491,2025,Universidad de Ja茅n,education,ES,1,1,1,1,1,0,12
I19149307,2025,Chennai Mathematical Institute,education,IN,1,1,0,0,1,0,1
I192578771,2022,Rose鈥揌ulman Institute of Technology,education,US,1,0,0,0,0,0,0
I192619145,2022,University of the Witwatersrand,education,ZA,2,2,2,2,2,1,44
I192868223,2025,Zhengzhou University of Aeronautics,education,CN,1,1,0,0,0,0,2
I193223587,2021,University of Trento,education,IT,5,4,2,1,3,0,7
I193223587,2022,University of Trento,education,IT,2,2,1,1,2,0,3
I193223587,2023,University of Trento,education,IT,5,5,1,1,5,0,3
I193223587,2024,University of Trento,education,IT,7,6,3,1,5,0,7
I193223587,2025,University of Trento,education,IT,5,5,5,2,4,1,23
I193531525,2024,George Washington University,education,US,3,3,1,1,2,0,7
I193531525,2025,George Washington University,education,US,3,3,1,1,2,0,5
I193662353,2021,Utrecht University,education,NL,1,1,1,0,1,0,3
I193662353,2022,Utrecht University,education,NL,1,1,1,1,1,0,3
I193662353,2023,Utrecht University,education,NL,1,0,0,0,0,0,0
I193662353,2024,Utrecht University,education,NL,2,2,1,0,0,0,2
I193662353,2025,Utrecht University,education,NL,4,3,3,0,1,0,5
I193700539,2022,Tilburg University,education,NL,1,1,1,0,0,0,2
I193700539,2024,Tilburg University,education,NL,2,2,1,0,1,0,5
I193775966,2021,Yonsei University,education,KR,2,2,1,0,0,0,2
I193775966,2022,Yonsei University,education,KR,4,4,1,1,1,0,3
I193775966,2023,Yonsei University,education,KR,3,2,1,1,1,0,2
I193775966,2024,Yonsei University,education,KR,13,10,7,4,4,0,16
I193775966,2025,Yonsei University,education,KR,26,16,5,4,4,0,20
I194450716,2021,Jilin University,education,CN,2,2,1,0,1,0,3
I194450716,2022,Jilin University,education,CN,2,2,2,1,1,0,4
I194450716,2023,Jilin University,education,CN,1,1,1,1,1,0,2
I194450716,2024,Jilin University,education,CN,3,2,1,0,1,0,6
I194450716,2025,Jilin University,education,CN,3,2,1,0,0,0,2
I194744927,2025,National Institute of Education,education,SG,2,2,2,1,1,0,7
I195460627,2023,University of Aberdeen,education,GB,3,3,3,0,1,0,5
I195460627,2024,University of Aberdeen,education,GB,2,1,0,0,0,0,1
I195460627,2025,University of Aberdeen,education,GB,2,2,1,0,0,0,2
I195740183,2025,University of Moratuwa,education,LK,1,1,1,0,0,0,1
I196345858,2025,Chungnam National University,education,KR,1,1,0,0,1,0,1
I196349391,2025,Universit?t Ulm,education,DE,1,0,0,0,0,0,0
I19648265,2023,Wright State University,education,US,1,1,0,0,0,0,1
I19648265,2024,Wright State University,education,US,1,1,0,0,1,0,3
I196551433,2021,Yerevan State University,education,AM,1,1,1,0,1,0,2
I196699116,2025,Wuhan University of Technology,education,CN,2,2,0,0,2,1,5
I19700959,2024,Florida International University,education,US,1,0,0,0,0,0,0
I19700959,2025,Florida International University,education,US,1,1,0,0,0,0,2
I197251160,2020,Hebrew University of Jerusalem,education,IL,2,2,2,1,2,0,4
I197251160,2021,Hebrew University of Jerusalem,education,IL,3,2,2,0,1,0,5
I197251160,2022,Hebrew University of Jerusalem,education,IL,4,4,4,1,2,0,8
I197251160,2023,Hebrew University of Jerusalem,education,IL,4,4,3,4,4,0,6
I197251160,2024,Hebrew University of Jerusalem,education,IL,6,4,4,2,4,0,8
I197251160,2025,Hebrew University of Jerusalem,education,IL,4,2,2,0,1,0,7
I197312522,2022,Hyundai Motor Group,company,KR,1,1,0,1,1,0,1
I197323543,2021,Johannes Gutenberg University Mainz,education,DE,1,1,0,0,0,0,1
I197323543,2023,Johannes Gutenberg University Mainz,education,DE,1,1,1,0,0,0,1
I197323543,2024,Johannes Gutenberg University Mainz,education,DE,2,2,2,0,0,0,2
I197323543,2025,Johannes Gutenberg University Mainz,education,DE,5,5,5,1,2,0,7
I197347611,2020,Korea University,education,KR,1,0,0,0,0,0,0
I197347611,2021,Korea University,education,KR,4,3,2,1,1,0,5
I197347611,2022,Korea University,education,KR,6,5,2,4,4,0,8
I197347611,2023,Korea University,education,KR,8,4,1,4,4,0,6
I197347611,2024,Korea University,education,KR,8,5,3,4,4,0,12
I197347611,2025,Korea University,education,KR,25,15,5,6,7,0,19
I198091727,2024,Tianjin Polytechnic University,education,CN,1,1,0,0,0,0,1
I198091727,2025,Tianjin Polytechnic University,education,CN,2,2,2,0,2,0,7
I19820366,2020,Chinese Academy of Sciences,government,CN,6,6,0,4,6,6,5
I19820366,2021,Chinese Academy of Sciences,government,CN,24,24,1,10,24,24,19
I19820366,2022,Chinese Academy of Sciences,government,CN,17,17,2,9,17,17,15
I19820366,2023,Chinese Academy of Sciences,government,CN,32,32,3,14,32,32,20
I19820366,2024,Chinese Academy of Sciences,government,CN,53,53,10,24,53,52,81
I19820366,2025,Chinese Academy of Sciences,government,CN,84,83,23,29,83,82,97
I19880235,2021,Lomonosov Moscow State University,education,RU,1,1,1,1,1,0,4
I199693650,2021,Umm al-Qura University,education,SA,1,1,1,0,0,0,3
I200284239,2021,Universidade de Santiago de Compostela,education,ES,1,1,0,1,1,0,1
I200284239,2023,Universidade de Santiago de Compostela,education,ES,2,2,1,0,2,0,4
I200719446,2024,Vanderbilt University,education,US,1,1,0,0,0,0,1
I200719446,2025,Vanderbilt University,education,US,2,2,1,0,1,1,4
I200769079,2020,Hong Kong University of Science and Technology,education,HK,5,5,4,2,3,0,6
I200769079,2021,Hong Kong University of Science and Technology,education,HK,10,9,8,5,7,0,19
I200769079,2022,Hong Kong University of Science and Technology,education,HK,14,13,13,11,11,0,13
I200769079,2023,Hong Kong University of Science and Technology,education,HK,21,16,16,10,12,0,44
I200769079,2024,Hong Kong University of Science and Technology,education,HK,37,34,34,22,24,1,89
I200769079,2025,Hong Kong University of Science and Technology,education,HK,85,75,74,38,51,4,103
I200845125,2022,Nanjing University of Information Science and Technology,education,CN,1,1,1,1,1,0,5
I200845125,2025,Nanjing University of Information Science and Technology,education,CN,1,1,1,0,0,0,3
I20089843,2020,Princeton University,education,US,3,3,1,3,3,0,5
I20089843,2021,Princeton University,education,US,6,4,3,0,0,0,3
I20089843,2022,Princeton University,education,US,9,4,2,2,3,0,10
I20089843,2023,Princeton University,education,US,7,6,4,2,2,1,9
I20089843,2024,Princeton University,education,US,5,3,2,1,2,0,6
I20089843,2025,Princeton University,education,US,9,8,6,1,3,0,24
I20121455,2023,Bielefeld University,education,DE,2,1,0,0,0,0,1
I20121455,2025,Bielefeld University,education,DE,5,5,3,0,2,0,20
I201448701,2020,University of Washington,education,US,21,21,6,6,19,0,25
I201448701,2021,University of Washington,education,US,24,23,7,5,16,0,18
I201448701,2022,University of Washington,education,US,32,32,17,14,27,1,78
I201448701,2023,University of Washington,education,US,32,30,14,11,22,1,46
I201448701,2024,University of Washington,education,US,33,33,16,11,24,1,57
I201448701,2025,University of Washington,education,US,33,33,20,18,27,0,64
I201537933,2020,Tohoku University,education,JP,1,1,0,0,1,0,1
I201537933,2021,Tohoku University,education,JP,2,2,1,1,1,0,4
I201537933,2022,Tohoku University,education,JP,3,3,1,1,2,0,7
I201537933,2023,Tohoku University,education,JP,2,2,1,1,2,0,5
I201537933,2024,Tohoku University,education,JP,1,1,1,1,1,0,32
I201537933,2025,Tohoku University,education,JP,5,5,5,2,4,0,8
I201841394,2022,Universit茅 C?te d'Azur,education,FR,1,1,1,0,0,0,2
I201841394,2023,Universit茅 C?te d'Azur,education,FR,1,0,0,0,0,0,0
I20231570,2020,Peking University,education,CN,8,5,3,2,4,0,10
I20231570,2021,Peking University,education,CN,18,15,6,12,13,3,23
I20231570,2022,Peking University,education,CN,25,20,11,14,16,3,27
I20231570,2023,Peking University,education,CN,39,32,20,25,29,9,40
I20231570,2024,Peking University,education,CN,51,36,18,21,26,6,52
I20231570,2025,Peking University,education,CN,97,88,42,39,60,9,99
I202334528,2025,Beijing Electronic Science and Technology Institute,education,CN,1,1,1,1,1,0,6
I202697423,2020,University of Zurich,education,CH,3,3,3,0,0,0,4
I202697423,2021,University of Zurich,education,CH,1,1,1,0,0,0,1
I202697423,2022,University of Zurich,education,CH,2,2,1,1,1,0,14
I202697423,2023,University of Zurich,education,CH,5,4,3,1,2,0,11
I202697423,2024,University of Zurich,education,CH,4,3,2,0,0,0,4
I202697423,2025,University of Zurich,education,CH,11,9,9,0,3,0,35
I203474044,2020,NCSR Demokritos,facility,GR,1,1,1,0,1,0,2
I203474044,2022,NCSR Demokritos,facility,GR,1,1,1,0,1,0,2
I203474044,2024,"National Centre of Scientific Research ""Demokritos""",facility,GR,1,0,0,0,0,0,0
I203951103,2025,Keio University,education,JP,2,1,0,1,1,0,1
I204136569,2022,The Open University,education,GB,1,1,1,0,1,0,4
I204136569,2024,The Open University,education,GB,1,1,1,1,1,0,3
I204136569,2025,The Open University,education,GB,2,2,2,2,2,0,5
I204250578,2020,"University of California, Irvine",education,US,1,1,1,1,1,0,2
I204250578,2021,"University of California, Irvine",education,US,1,1,0,1,1,0,1
I204250578,2022,"University of California, Irvine",education,US,4,4,1,2,3,0,8
I204250578,2023,"University of California, Irvine",education,US,1,1,1,0,0,0,2
I204250578,2024,"University of California, Irvine",education,US,5,4,2,0,3,1,8
I204250578,2025,"University of California, Irvine",education,US,2,0,0,0,0,0,0
I204291657,2025,Hosei University,education,JP,1,1,1,0,0,0,2
I204337017,2023,Aarhus University,education,DK,1,1,0,0,0,0,1
I204337017,2025,Aarhus University,education,DK,3,3,2,0,0,0,7
I204465549,2022,Washington University in St. Louis,education,US,1,1,1,0,0,0,2
I204465549,2024,Washington University in St. Louis,education,US,2,2,0,0,0,0,3
I204465549,2025,Washington University in St. Louis,education,US,1,1,0,0,0,0,2
I204512498,2020,University of Macau,education,MO,1,1,1,1,1,0,1
I204512498,2022,University of Macau,education,MO,6,6,6,4,5,0,7
I204512498,2023,University of Macau,education,MO,4,4,4,1,2,0,11
I204512498,2024,University of Macau,education,MO,3,3,3,0,2,0,6
I204512498,2025,University of Macau,education,MO,13,11,11,4,6,1,23
I204722609,2021,Queen's University,education,CA,3,3,3,1,1,0,6
I204722609,2022,Queen's University,education,CA,1,1,1,0,1,0,2
I204722609,2024,Queen's University,education,CA,2,2,2,1,1,0,4
I204722609,2025,Queen's University,education,CA,2,2,2,0,0,0,2
I204730241,2025,Universit茅 Paris Cit茅,education,FR,2,1,1,0,0,0,1
I204778367,2024,Norwegian University of Science and Technology,education,NO,1,1,0,1,1,0,2
I204823248,2025,Huazhong Agricultural University,education,CN,1,1,0,1,1,0,1
I204831749,2024,Southwestern University of Finance and Economics,education,CN,1,1,0,0,0,0,1
I204831749,2025,Southwestern University of Finance and Economics,education,CN,1,1,0,0,1,0,4
I204983213,2020,Harbin Institute of Technology,education,CN,4,4,3,3,4,0,6
I204983213,2021,Harbin Institute of Technology,education,CN,11,7,2,4,7,2,8
I204983213,2022,Harbin Institute of Technology,education,CN,24,20,6,10,14,1,22
I204983213,2023,Harbin Institute of Technology,education,CN,21,19,11,10,15,0,26
I204983213,2024,Harbin Institute of Technology,education,CN,31,26,7,12,21,3,31
I204983213,2025,Harbin Institute of Technology,education,CN,77,64,33,22,41,2,60
I205237279,2020,Nankai University,education,CN,1,1,0,1,1,0,1
I205237279,2021,Nankai University,education,CN,4,3,1,2,3,0,5
I205237279,2022,Nankai University,education,CN,5,5,2,4,4,0,12
I205237279,2023,Nankai University,education,CN,2,1,1,0,1,1,4
I205237279,2024,Nankai University,education,CN,7,6,2,3,4,0,14
I205237279,2025,Nankai University,education,CN,8,8,4,3,5,1,22
I205274468,2021,Trinity College Dublin,education,IE,3,3,1,3,3,0,4
I205274468,2024,Trinity College Dublin,education,IE,1,1,0,0,0,0,1
I205274468,2025,Trinity College Dublin,education,IE,3,3,3,1,1,0,7
I20529979,2025,University of Electro-Communications,education,JP,2,1,0,1,1,0,3
I205349734,2024,Hokkaido University,education,JP,1,1,1,0,0,0,2
I205490536,2025,Dongguk University,education,KR,1,0,0,0,0,0,0
I205582932,2021,Max Delbr眉ck Center,facility,DE,1,1,0,0,1,0,2
I205783295,2020,Cornell University,education,US,5,3,0,1,3,0,2
I205783295,2021,Cornell University,education,US,5,3,1,1,2,0,5
I205783295,2022,Cornell University,education,US,5,5,0,1,2,0,8
I205783295,2023,Cornell University,education,US,7,6,2,4,4,0,12
I205783295,2024,Cornell University,education,US,6,4,1,2,3,0,7
I205783295,2025,Cornell University,education,US,9,7,6,2,5,1,58
I20581793,2023,University of Kent,education,GB,1,1,1,0,0,0,1
I206935292,2025,Shaqra University,education,SA,2,2,2,1,2,0,8
I206945453,2021,Paderborn University,education,DE,1,1,1,1,1,0,2
I206945453,2023,Paderborn University,education,DE,2,2,1,0,1,0,4
I207227095,2023,Nnamdi Azikiwe University,education,NG,1,1,1,1,1,0,23
I207789805,2020,Lahore University of Management Sciences,education,PK,1,0,0,0,0,0,0
I20942203,2024,Hainan University,education,CN,1,1,0,0,0,0,2
I20942203,2025,Hainan University,education,CN,1,1,1,0,0,0,2
I21193070,2021,Beijing Jiaotong University,education,CN,4,3,0,3,3,0,2
I21193070,2022,Beijing Jiaotong University,education,CN,6,6,0,6,6,0,2
I21193070,2023,Beijing Jiaotong University,education,CN,6,5,1,4,5,1,8
I21193070,2024,Beijing Jiaotong University,education,CN,4,3,1,1,2,0,5
I21193070,2025,Beijing Jiaotong University,education,CN,17,16,5,11,13,1,37
