paper_id,org_id,year,org_name,org_type,org_country_code
2025.acl-long.1021,I168639165,2025,Singapore Institute of Technology,education,SG
2025.acl-long.1021,I194744927,2025,National Institute of Education,education,SG
2025.acl-long.1021,I79891267,2025,Singapore Management University,education,SG
2025.acl-long.1021,I8696757,2025,Singapore University of Social Sciences,education,SG
2025.acl-long.1023,I157485424,2025,Korea Advanced Institute of Science and Technology,education,KR
2025.acl-long.1023,I193775966,2025,Yonsei University,education,KR
2025.acl-long.1024,I118347636,2025,Australian National University,education,AU
2025.acl-long.1024,I125839683,2025,Beijing Institute of Technology,education,CN
2025.acl-long.1024,I165932596,2025,National University of Singapore,education,SG
2025.acl-long.1024,I194744927,2025,National Institute of Education,education,SG
2025.acl-long.1024,I79891267,2025,Singapore Management University,education,SG
2025.acl-long.1024,I8696757,2025,Singapore University of Social Sciences,education,SG
2025.acl-long.1025,I165932596,2025,National University of Singapore,education,SG
2025.acl-long.1025,I177725633,2025,Chinese University of Hong Kong,education,CN
2025.acl-long.1025,I4405255904,2025,Shenzhen University of Advanced Technology,education,CN
2025.acl-long.1028,I1290206253,2025,Microsoft,company,US
2025.acl-long.1028,I95457486,2025,"University of California, Berkeley",education,US
2025.acl-long.1029,I201448701,2025,University of Washington,education,US
2025.acl-long.1029,I32971472,2025,Yale University,education,US
2025.acl-long.1029,I4210156221,2025,Allen Institute for Artificial Intelligence,nonprofit,US
2025.acl-long.1029,I52357470,2025,The Ohio State University,education,US
2025.acl-long.1030,I193775966,2025,Yonsei University,education,KR
2025.acl-long.1031,EXT:7A31266A4E95,2025,China Mobile Information Technology Center,facility,CN
2025.acl-long.1031,I78988378,2025,Renmin University of China,education,CN
2025.acl-long.1032,I177802217,2025,University of Mannheim,education,DE
2025.acl-long.1032,I188538660,2025,University of Colorado Boulder,education,US
2025.acl-long.1032,I197323543,2025,Johannes Gutenberg University Mainz,education,DE
2025.acl-long.1032,I25974101,2025,University of W眉rzburg,education,DE
2025.acl-long.1033,I130769515,2025,Pennsylvania State University,education,US
2025.acl-long.1033,I4210131302,2025,National Institute of Technology,company,NO
2025.acl-long.1035,EXT:675AF551B635,2025,Shopee Pte. Ltd.,company,SG
2025.acl-long.1035,I78988378,2025,Renmin University of China,education,CN
2025.acl-long.1036,I157485424,2025,Korea Advanced Institute of Science and Technology,education,KR
2025.acl-long.1036,I193775966,2025,Yonsei University,education,KR
2025.acl-long.1038,I172675005,2025,Nanyang Technological University,education,SG
2025.acl-long.1038,I24603500,2025,University of Massachusetts Amherst,education,US
2025.acl-long.1038,I37461747,2025,Wuhan University,education,CN
2025.acl-long.1038,I87445476,2025,Xi'an Jiaotong University,education,CN
2025.acl-long.1039,I139264467,2025,Seoul National University,education,KR
2025.acl-long.1039,I157485424,2025,Korea Advanced Institute of Science and Technology,education,KR
2025.acl-long.1039,I197347611,2025,Korea University,education,KR
2025.acl-long.104,I20121455,2025,Bielefeld University,education,DE
2025.acl-long.104,I27837315,2025,University of Michigan鈥揂nn Arbor,education,US
2025.acl-long.104,I71209653,2025,Bocconi University,education,IT
2025.acl-long.104,I97018004,2025,Stanford University,education,US
2025.acl-long.1040,I2250653659,2025,Tencent,company,CN
2025.acl-long.1041,I74801974,2025,The University of Tokyo,education,JP
2025.acl-long.1043,EXT:729179B5F256,2025,FPT Software AI Center,company,VN
2025.acl-long.1043,I32389192,2025,University of Alabama at Birmingham,education,US
2025.acl-long.1045,I4210128801,2025,Helmholtz Center for Information Security,facility,DE
2025.acl-long.1046,EXT:E30835789C7C,2025,Hunyuan AI Digital Human,company,
2025.acl-long.1046,I139759216,2025,Beijing University of Posts and Telecommunications,education,CN
2025.acl-long.1046,I200769079,2025,Hong Kong University of Science and Technology,education,HK
2025.acl-long.1046,I4391012619,2025,Shanghai Artificial Intelligence Laboratory,facility,CN
2025.acl-long.1048,I107639228,2025,University of Notre Dame,education,US
2025.acl-long.1048,I87445476,2025,Xi'an Jiaotong University,education,CN
2025.acl-long.1049,I3133055985,2025,Westlake University,education,CN
2025.acl-long.1049,I76130692,2025,Zhejiang University,education,CN
2025.acl-long.105,I204512498,2025,University of Macau,education,MO
2025.acl-long.105,I2250653659,2025,Tencent,company,CN
2025.acl-long.105,I99065089,2025,Tsinghua University,education,CN
2025.acl-long.1050,I185940356,2025,Soochow University,education,TW
2025.acl-long.1051,I178232147,2025,Guizhou University,education,CN
2025.acl-long.1052,I75917431,2025,Nara Institute of Science and Technology,education,JP
2025.acl-long.1052,I90023481,2025,National Institute of Information and Communications Technology,facility,JP
2025.acl-long.1054,EXT:AF45FDF51911,2025,i 4 AI Ltd,company,GB
2025.acl-long.1054,I150229711,2025,University of Electronic Science and Technology of China,education,CN
2025.acl-long.1059,EXT:448395D88C8D,2025,Okalai AI,company,
2025.acl-long.1059,I36258959,2025,"University of California, San Diego",education,US
2025.acl-long.1060,EXT:371A001154F2,2025,DFF - Deutsches Filminstitut & Filmmuseum,other,
2025.acl-long.1060,I174458059,2025,National Technical University of Athens,education,GR
2025.acl-long.1060,I4210130712,2025,Europeana Foundation,nonprofit,NL
2025.acl-long.1060,I865915315,2025,Vrije Universiteit Amsterdam,education,NL
2025.acl-long.1063,I16609230,2025,Hunan University,education,CN
2025.acl-long.1063,I4210146271,2025,Jinan University,education,LB
2025.acl-long.1063,I91136226,2025,University of Sheffield,education,GB
2025.acl-long.1064,I19820366,2025,Chinese Academy of Sciences,government,CN
2025.acl-long.1064,I4210165038,2025,University of Chinese Academy of Sciences,education,CN
2025.acl-long.1065,EXT:5146356C9DA5,2025,Shanghai Qi Zhi Institute,facility,CN
2025.acl-long.1065,EXT:E0C2D1DB1F97,2025,ModelBest Inc.,company,CN
2025.acl-long.1065,I139759216,2025,Beijing University of Posts and Telecommunications,education,CN
2025.acl-long.1065,I165932596,2025,National University of Singapore,education,SG
2025.acl-long.1065,I191208505,2025,Xiamen University,education,CN
2025.acl-long.1065,I19820366,2025,Chinese Academy of Sciences,government,CN
2025.acl-long.1065,I78988378,2025,Renmin University of China,education,CN
2025.acl-long.1065,I99065089,2025,Tsinghua University,education,CN
2025.acl-long.1068,I165779595,2025,University of Melbourne,education,AU
2025.acl-long.1070,I119939252,2025,Indraprastha Institute of Information Technology Delhi,education,IN
2025.acl-long.1073,I157773358,2025,Sun Yat-sen University,education,CN
2025.acl-long.1073,I45928872,2025,Alibaba Group,company,CN
2025.acl-long.1074,I130769515,2025,Pennsylvania State University,education,US
2025.acl-long.1075,I16365422,2025,Hefei University of Technology,education,CN
2025.acl-long.1077,EXT:E13EA6DC500F,2025,Inner Mongolia Key Laboratory of Multilingual Artificial Intelligence Technology,company,CN
2025.acl-long.1077,I2722730,2025,Inner Mongolia University,education,CN
2025.acl-long.108,I25974101,2025,University of W眉rzburg,education,DE
2025.acl-long.108,I31512782,2025,Technical University of Darmstadt,education,DE
2025.acl-long.1080,I62916508,2025,Technical University of Munich,education,DE
2025.acl-long.1081,I4210113480,2025,Mohamed bin Zayed University of Artificial Intelligence,education,AE
2025.acl-long.1081,I4405256866,2025,ByteDance,company,CN
2025.acl-long.1082,I126520041,2025,University of Science and Technology of China,education,CN
2025.acl-long.1082,I152815399,2025,Singapore University of Technology and Design,education,SG
2025.acl-long.1082,I165932596,2025,National University of Singapore,education,SG
2025.acl-long.1082,I24943067,2025,Fudan University,education,CN
2025.acl-long.1082,I45928872,2025,Alibaba Group,company,CN
2025.acl-long.1082,I79891267,2025,Singapore Management University,education,SG
2025.acl-long.1084,I126345244,2025,Portland State University,education,US
2025.acl-long.1084,I4210108629,2025,Computer Network Information Center,facility,CN
2025.acl-long.1084,I4210165038,2025,University of Chinese Academy of Sciences,education,CN
2025.acl-long.1088,I125839683,2025,Beijing Institute of Technology,education,CN
2025.acl-long.109,I113940042,2025,Shanghai University,education,CN
2025.acl-long.1090,I1290206253,2025,Microsoft,company,US
2025.acl-long.1090,I20231570,2025,Peking University,education,CN
2025.acl-long.1090,I87445476,2025,Xi'an Jiaotong University,education,CN
2025.acl-long.1091,I4391012619,2025,Shanghai Artificial Intelligence Laboratory,facility,CN
2025.acl-long.1091,I99065089,2025,Tsinghua University,education,CN
2025.acl-long.1092,I150229711,2025,University of Electronic Science and Technology of China,education,CN
2025.acl-long.1092,I4210113480,2025,Mohamed bin Zayed University of Artificial Intelligence,education,AE
2025.acl-long.1094,I1306409833,2025,Adobe Systems,company,US
2025.acl-long.1094,I66946132,2025,"University of Maryland, College Park",education,US
2025.acl-long.1095,I139660479,2025,Central South University,education,CN
2025.acl-long.1095,I183067930,2025,Shanghai Jiao Tong University,education,CN
2025.acl-long.1095,I4405256866,2025,ByteDance,company,CN
2025.acl-long.1096,I115228651,2025,"Agency for Science, Technology and Research",government,SG
2025.acl-long.1096,I126520041,2025,University of Science and Technology of China,education,CN
2025.acl-long.1096,I200769079,2025,Hong Kong University of Science and Technology,education,HK
2025.acl-long.1096,I4210113480,2025,Mohamed bin Zayed University of Artificial Intelligence,education,AE
2025.acl-long.1096,I4391012619,2025,Shanghai Artificial Intelligence Laboratory,facility,CN
2025.acl-long.1096,I56590836,2025,Monash University,education,AU
2025.acl-long.1096,I69356397,2025,Xi鈥檃n Jiaotong-Liverpool University,education,CN
2025.acl-long.1097,I124055696,2025,University of Copenhagen,education,DK
2025.acl-long.1097,I125839683,2025,Beijing Institute of Technology,education,CN
2025.acl-long.1097,I204136569,2025,The Open University,education,GB
2025.acl-long.1097,I4401726856,2025,Xiaohongshu (Little Red Book),company,CN
2025.acl-long.1098,I130238516,2025,University of Minnesota,education,US
2025.acl-long.1098,I162577319,2025,The University of Texas at Dallas,education,US
2025.acl-long.1098,I59553526,2025,Stony Brook University,education,US
2025.acl-long.1098,I79576946,2025,University of Pennsylvania,education,US
2025.acl-long.11,I24943067,2025,Fudan University,education,CN
2025.acl-long.110,EXT:3F85ADD84162,2025,Ant Group,company,CN
2025.acl-long.110,I76130692,2025,Zhejiang University,education,CN
2025.acl-long.1101,I1311688040,2025,Amazon,company,US
2025.acl-long.1101,I166825849,2025,Tampere University,education,FI
2025.acl-long.1102,EXT:06ABE4BB06F0,2025,Pazhou Lab,facility,CN
2025.acl-long.1102,I24943067,2025,Fudan University,education,CN
2025.acl-long.1102,I4405259410,2025,Meituan,company,CN
2025.acl-long.1102,I66867065,2025,East China Normal University,education,CN
2025.acl-long.1103,I177725633,2025,Chinese University of Hong Kong,education,CN
2025.acl-long.1103,I2250653659,2025,Tencent,company,CN
2025.acl-long.1106,EXT:888853B81243,2025,T&I Company,company,
2025.acl-long.1106,I123900574,2025,Pohang University of Science and Technology,education,KR
2025.acl-long.1106,I182937616,2025,Hyundai Mobis,company,KR
2025.acl-long.1107,I31512782,2025,Technical University of Darmstadt,education,DE
2025.acl-long.1108,I157485424,2025,Korea Advanced Institute of Science and Technology,education,KR
2025.acl-long.1108,I4387156240,2025,National Security Research Institute,government,
2025.acl-long.1108,I848706,2025,Sungkyunkwan University,education,KR
2025.acl-long.1109,EXT:3F739F27795A,2025,Shanghai Academy of AI for Science,facility,CN
2025.acl-long.1109,I204831749,2025,Southwestern University of Finance and Economics,education,CN
2025.acl-long.1109,I204983213,2025,Harbin Institute of Technology,education,CN
2025.acl-long.1109,I24943067,2025,Fudan University,education,CN
2025.acl-long.1109,I4210136793,2025,Peng Cheng Laboratory,facility,CN
2025.acl-long.111,EXT:E1175DE4A94C,2025,Julius-Maximilians-Universit?t W眉rzburg,education,DE
2025.acl-long.1110,I162827531,2025,Indian Institute of Technology Bombay,education,IN
2025.acl-long.1110,I40347166,2025,University of Chicago,education,US
2025.acl-long.1110,I59270414,2025,Indian Institute of Science Bangalore,education,IN
2025.acl-long.1114,I184597095,2025,National Institute of Informatics,facility,JP
2025.acl-long.1114,I74801974,2025,The University of Tokyo,education,JP
2025.acl-long.1115,EXT:0C28A63A5E87,2025,University of Bocconi,education,IT
2025.acl-long.1115,I159176309,2025,Universit?t Hamburg,education,DE
2025.acl-long.1117,I9360294,2025,University of Bologna,education,IT
2025.acl-long.1119,I165779595,2025,University of Melbourne,education,AU
2025.acl-long.1119,I99043593,2025,Macquarie University,education,AU
2025.acl-long.1121,I45928872,2025,Alibaba Group,company,CN
2025.acl-long.1121,I76130692,2025,Zhejiang University,education,CN
2025.acl-long.1122,I165779595,2025,University of Melbourne,education,AU
2025.acl-long.1122,I99043593,2025,Macquarie University,education,AU
2025.acl-long.1123,I78988378,2025,Renmin University of China,education,CN
2025.acl-long.1123,I862669128,2025,Xiaomi,company,CN
2025.acl-long.1124,EXT:M02014016,2025,South China Univesity of Technology,education,CN
2025.acl-long.1124,I200769079,2025,Hong Kong University of Science and Technology,education,HK
2025.acl-long.1124,I4210155268,2025,Salesforce,company,US
2025.acl-long.1124,I99065089,2025,Tsinghua University,education,CN
2025.acl-long.1126,EXT:F58A33B9560B,2025,DeepSeek AI,company,CN
2025.acl-long.1126,I201448701,2025,University of Washington,education,US
2025.acl-long.1126,I20231570,2025,Peking University,education,CN
2025.acl-long.1127,I19820366,2025,Chinese Academy of Sciences,government,CN
2025.acl-long.1128,I193775966,2025,Yonsei University,education,KR
2025.acl-long.1129,I45928872,2025,Alibaba Group,company,CN
2025.acl-long.1129,I55712492,2025,Zhejiang University of Technology,education,CN
2025.acl-long.1129,I76130692,2025,Zhejiang University,education,CN
2025.acl-long.113,EXT:116849E4FF64,2025,Babelscape,other,IT
2025.acl-long.113,I861853513,2025,Sapienza University of Rome,education,IT
2025.acl-long.1131,I165998391,2025,Indian Association for the Cultivation of Science,education,IN
2025.acl-long.1132,I14243506,2025,Hong Kong Polytechnic University,education,HK
2025.acl-long.1133,I141568987,2025,Hong Kong Baptist University,education,HK
2025.acl-long.1133,I45928872,2025,Alibaba Group,company,CN
2025.acl-long.1133,I76130692,2025,Zhejiang University,education,CN
2025.acl-long.1135,I165932596,2025,National University of Singapore,education,SG
2025.acl-long.1135,I172675005,2025,Nanyang Technological University,education,SG
2025.acl-long.1135,I183067930,2025,Shanghai Jiao Tong University,education,CN
2025.acl-long.1135,I200769079,2025,Hong Kong University of Science and Technology,education,HK
2025.acl-long.1135,I4210113369,2025,Microsoft Research Asia,company,CN
2025.acl-long.1135,I4391012619,2025,Shanghai Artificial Intelligence Laboratory,facility,CN
2025.acl-long.1137,I172675005,2025,Nanyang Technological University,education,SG
2025.acl-long.1138,I4575257,2025,Hanyang University,education,KR
2025.acl-long.114,I102322142,2025,"Rutgers, The State University of New Jersey",education,US
2025.acl-long.114,I172675005,2025,Nanyang Technological University,education,SG
2025.acl-long.114,I4210114444,2025,Meta,company,US
2025.acl-long.114,I78577930,2025,Columbia University,education,US
2025.acl-long.1142,I191208505,2025,Xiamen University,education,CN
2025.acl-long.1142,I36234482,2025,University of Bristol,education,GB
2025.acl-long.1143,I16391192,2025,Tel Aviv University,education,IL
2025.acl-long.1146,I98301712,2025,Baidu,company,CN
2025.acl-long.1148,I157773358,2025,Sun Yat-sen University,education,CN
2025.acl-long.1149,I152815399,2025,Singapore University of Technology and Design,education,SG
2025.acl-long.1149,I165932596,2025,National University of Singapore,education,SG
2025.acl-long.1149,I204983213,2025,Harbin Institute of Technology,education,CN
2025.acl-long.1149,I56590836,2025,Monash University,education,AU
2025.acl-long.1149,I79891267,2025,Singapore Management University,education,SG
2025.acl-long.115,EXT:558210A1A794,2025,Meedan,nonprofit,US
2025.acl-long.115,I1334329717,2025,World Bank,other,US
2025.acl-long.115,I40120149,2025,University of Oxford,education,GB
2025.acl-long.115,I57206974,2025,New York University,education,US
2025.acl-long.115,I71209653,2025,Bocconi University,education,IT
2025.acl-long.1151,I204730241,2025,Universit茅 Paris Cit茅,education,FR
2025.acl-long.1151,I44260953,2025,Heinrich Heine University D眉sseldorf,education,DE
2025.acl-long.1152,EXT:B8327C056510,2025,Fujitsu Research India,company,IN
2025.acl-long.1152,I132153292,2025,Indian Institute of Technology Patna,education,IN
2025.acl-long.1153,I19820366,2025,Chinese Academy of Sciences,government,CN
2025.acl-long.1153,I36399199,2025,Nanjing University of Science and Technology,education,CN
2025.acl-long.1153,I4401726915,2025,Zhipu AI,company,CN
2025.acl-long.1153,I4405259410,2025,Meituan,company,CN
2025.acl-long.1154,I139264467,2025,Seoul National University,education,KR
2025.acl-long.1154,I4210100628,2025,Elice,company,FR
2025.acl-long.1155,I203951103,2025,Keio University,education,JP
2025.acl-long.1155,I4210089607,2025,CyberAgent,company,JP
2025.acl-long.1156,I170486558,2025,Pompeu Fabra University,education,ES
2025.acl-long.1156,I96673099,2025,Technical University of Denmark,education,DK
2025.acl-long.1157,I24943067,2025,Fudan University,education,CN
2025.acl-long.1157,I4391012619,2025,Shanghai Artificial Intelligence Laboratory,facility,CN
2025.acl-long.1158,I19820366,2025,Chinese Academy of Sciences,government,CN
2025.acl-long.1158,I200769079,2025,Hong Kong University of Science and Technology,education,HK
2025.acl-long.1158,I4210165038,2025,University of Chinese Academy of Sciences,education,CN
2025.acl-long.1158,I47720641,2025,Huazhong University of Science and Technology,education,CN
2025.acl-long.1159,I157725225,2025,University of Illinois Urbana-Champaign,education,US
2025.acl-long.116,I107639228,2025,University of Notre Dame,education,US
2025.acl-long.116,I139660479,2025,Central South University,education,CN
2025.acl-long.116,I151746483,2025,University of Waterloo,education,CA
2025.acl-long.116,I4401726915,2025,Zhipu AI,company,CN
2025.acl-long.116,I99065089,2025,Tsinghua University,education,CN
2025.acl-long.1161,I194450716,2025,Jilin University,education,CN
2025.acl-long.1162,I200769079,2025,Hong Kong University of Science and Technology,education,HK
2025.acl-long.1162,I32971472,2025,Yale University,education,US
2025.acl-long.1162,I74973139,2025,Carnegie Mellon University,education,US
2025.acl-long.1164,EXT:D2D66731B5BD,2025,Heinrich-Heine-University,education,DE
2025.acl-long.1164,I4210101898,2025,GESIS - Leibniz-Institute for the Social Sciences,facility,DE
2025.acl-long.1165,I183067930,2025,Shanghai Jiao Tong University,education,CN
2025.acl-long.1165,I45928872,2025,Alibaba Group,company,CN
2025.acl-long.1166,EXT:4B2FEE70AC15,2025,Ucap Cloud,other,
2025.acl-long.1166,I125839683,2025,Beijing Institute of Technology,education,CN
2025.acl-long.1166,I19820366,2025,Chinese Academy of Sciences,government,CN
2025.acl-long.1166,I20231570,2025,Peking University,education,CN
2025.acl-long.1168,I39804081,2025,Sorbonne Universit茅,education,FR
2025.acl-long.1168,I4210114444,2025,Meta,company,US
2025.acl-long.1168,I4210161401,2025,Criteo (France),company,FR
2025.acl-long.1169,I150229711,2025,University of Electronic Science and Technology of China,education,CN
2025.acl-long.1169,I2250653659,2025,Tencent,company,CN
2025.acl-long.1170,I129604602,2025,University of Sydney,education,AU
2025.acl-long.1170,I204983213,2025,Harbin Institute of Technology,education,CN
2025.acl-long.1173,EXT:0A40E37373A3,2025,AIM Intelligence,company,KR
2025.acl-long.1173,I1311688040,2025,Amazon,company,US
2025.acl-long.1173,I139264467,2025,Seoul National University,education,KR
2025.acl-long.1173,I193775966,2025,Yonsei University,education,KR
2025.acl-long.1173,I27837315,2025,University of Michigan鈥揂nn Arbor,education,US
2025.acl-long.1173,I97018004,2025,Stanford University,education,US
2025.acl-long.1174,EXT:1585207EF0F1,2025,Hupan Lab,company,CN
2025.acl-long.1174,I190082696,2025,Durham University,education,GB
2025.acl-long.1174,I45928872,2025,Alibaba Group,company,CN
2025.acl-long.1175,I20231570,2025,Peking University,education,CN
2025.acl-long.1175,I98301712,2025,Baidu,company,CN
2025.acl-long.1176,I200769079,2025,Hong Kong University of Science and Technology,education,HK
2025.acl-long.1176,I4210114444,2025,Meta,company,US
2025.acl-long.118,I130701444,2025,Georgia Institute of Technology,education,US
2025.acl-long.118,I4210153776,2025,Apple,company,US
2025.acl-long.1180,I135140700,2025,University of Bonn,education,DE
2025.acl-long.1180,I99464096,2025,KU Leuven,education,BE
2025.acl-long.1181,I146655781,2025,University of Liverpool,education,GB
2025.acl-long.1182,I158842170,2025,Chongqing University,education,CN
2025.acl-long.1182,I166337079,2025,Queen Mary University of London,education,GB
2025.acl-long.1182,I19820366,2025,Chinese Academy of Sciences,government,CN
2025.acl-long.1182,I4210144042,2025,Ministry of Education,government,KE
2025.acl-long.1182,I4210165038,2025,University of Chinese Academy of Sciences,education,CN
2025.acl-long.1183,EXT:969036E3D6E7,2025,X-Imaging Intelligent Technology (Shanghai) Co. LTD.,company,CN
2025.acl-long.1183,I183067930,2025,Shanghai Jiao Tong University,education,CN
2025.acl-long.1185,I891191580,2025,Aalborg University,education,DK
2025.acl-long.1185,I99043593,2025,Macquarie University,education,AU
2025.acl-long.1189,EXT:05B17B378380,2025,"Du Xiaoman Technology (Beijing) Co., Ltd.",company,CN
2025.acl-long.1189,I204983213,2025,Harbin Institute of Technology,education,CN
2025.acl-long.1189,I4210100255,2025,Beijing Academy of Artificial Intelligence,company,CN
2025.acl-long.1191,EXT:FF8872A9994C,2025,Wuhan Second Ship Design and Research Institute,company,CN
2025.acl-long.1191,I183067930,2025,Shanghai Jiao Tong University,education,CN
2025.acl-long.1191,I37461747,2025,Wuhan University,education,CN
2025.acl-long.1193,I130442723,2025,Universidade Federal do Rio Grande do Sul,education,BR
2025.acl-long.1193,I161127581,2025,Universidade Federal Fluminense,education,BR
2025.acl-long.1193,I17974374,2025,Universidade de S?o Paulo,education,BR
2025.acl-long.1194,I4210120471,2025,Instituto de Telecomunica??es,nonprofit,PT
2025.acl-long.1195,EXT:C1396DFE0899,2025,Kensho Technologies,company,US
2025.acl-long.1195,I188538660,2025,University of Colorado Boulder,education,US
2025.acl-long.1195,I197323543,2025,Johannes Gutenberg University Mainz,education,DE
2025.acl-long.1196,I165932596,2025,National University of Singapore,education,SG
2025.acl-long.1196,I204983213,2025,Harbin Institute of Technology,education,CN
2025.acl-long.1196,I76130692,2025,Zhejiang University,education,CN
2025.acl-long.1197,I861853513,2025,Sapienza University of Rome,education,IT
2025.acl-long.1198,I4210113369,2025,Microsoft Research Asia,company,CN
2025.acl-long.1199,I204983213,2025,Harbin Institute of Technology,education,CN
2025.acl-long.1199,I4210136793,2025,Peng Cheng Laboratory,facility,CN
2025.acl-long.1199,I4401726934,2025,IFlyTek,company,CN
2025.acl-long.1199,I889458895,2025,University of Hong Kong,education,HK
2025.acl-long.1199,I9224756,2025,Northeastern University,education,CN
2025.acl-long.12,I40347166,2025,University of Chicago,education,US
2025.acl-long.12,I99065089,2025,Tsinghua University,education,CN
2025.acl-long.120,EXT:40DB1C3C7F7A,2025,Independent Researcher,other,LT
2025.acl-long.120,I4210136276,2025,NASK National Research Institute,facility,PL
2025.acl-long.1200,I205783295,2025,Cornell University,education,US
2025.acl-long.1202,I204983213,2025,Harbin Institute of Technology,education,CN
2025.acl-long.1202,I4391012619,2025,Shanghai Artificial Intelligence Laboratory,facility,CN
2025.acl-long.1203,I19820366,2025,Chinese Academy of Sciences,government,CN
2025.acl-long.1203,I4210165038,2025,University of Chinese Academy of Sciences,education,CN
2025.acl-long.1206,EXT:306DA4FD53F3,2025,The Atticus Project,nonprofit,US
2025.acl-long.1206,EXT:40DB1C3C7F7A,2025,Independent Researcher,other,LT
2025.acl-long.1206,I201448701,2025,University of Washington,education,US
2025.acl-long.1206,I32971472,2025,Yale University,education,US
2025.acl-long.1206,I35440088,2025,ETH Zurich,education,CH
2025.acl-long.1206,I57206974,2025,New York University,education,US
2025.acl-long.1208,I219193219,2025,Purdue University West Lafayette,education,US
2025.acl-long.121,EXT:79C13D0F2997,2025,Shamoon College of Engineering,education,IL
2025.acl-long.121,I124227911,2025,Ben-Gurion University of the Negev,education,IL
2025.acl-long.1210,I66946132,2025,"University of Maryland, College Park",education,US
2025.acl-long.1211,I205783295,2025,Cornell University,education,US
2025.acl-long.1211,I57206974,2025,New York University,education,US
2025.acl-long.1212,EXT:06ABE4BB06F0,2025,Pazhou Lab,facility,CN
2025.acl-long.1212,I82880672,2025,Beihang University,education,CN
2025.acl-long.1212,I90610280,2025,South China University of Technology,education,CN
2025.acl-long.1214,I184565670,2025,Georgetown University,education,US
2025.acl-long.1215,I138689650,2025,University of Padua,education,IT
2025.acl-long.1215,I3017851245,2025,Polish-Japanese Academy of Information Technology,education,PL
2025.acl-long.1220,EXT:D87EAC789255,2025,Tik Tok,other,
2025.acl-long.1220,I1174212,2025,University of Southern California,education,US
2025.acl-long.1221,I107672454,2025,Dartmouth College,education,US
2025.acl-long.1223,EXT:1B4B4EED896B,2025,Uniwersytet Opolski,other,PL
2025.acl-long.1223,I28407311,2025,University of Manchester,education,GB
2025.acl-long.1223,I47508984,2025,Imperial College London,education,GB
2025.acl-long.1223,I7495430,2025,Idiap Research Institute,facility,CH
2025.acl-long.1223,I91136226,2025,University of Sheffield,education,GB
2025.acl-long.1225,I52357470,2025,The Ohio State University,education,US
2025.acl-long.1226,I107672454,2025,Dartmouth College,education,US
2025.acl-long.1226,I4390039337,2025,Dartmouth Health,healthcare,
2025.acl-long.1228,EXT:C7071711FD38,2025,Unbabel,other,PT
2025.acl-long.1228,I141596103,2025,University of Lisbon,education,PT
2025.acl-long.1228,I4210120471,2025,Instituto de Telecomunica??es,nonprofit,PT
2025.acl-long.1229,EXT:7C3A2A212A94,2025,Institute for Advanced Algorithms Research,facility,CN
2025.acl-long.1229,EXT:D76B9AE35EA4,2025,AIRCAS,other,
2025.acl-long.1229,I150744194,2025,Waseda University,education,JP
2025.acl-long.1229,I198091727,2025,Tianjin Polytechnic University,education,CN
2025.acl-long.1229,I4210165038,2025,University of Chinese Academy of Sciences,education,CN
2025.acl-long.123,I4210127875,2025,Nvidia,company,US
2025.acl-long.1231,I27837315,2025,University of Michigan鈥揂nn Arbor,education,US
2025.acl-long.1231,I9224756,2025,Northeastern University,education,CN
2025.acl-long.1232,I201537933,2025,Tohoku University,education,JP
2025.acl-long.1232,I4210113480,2025,Mohamed bin Zayed University of Artificial Intelligence,education,AE
2025.acl-long.1232,I4210126580,2025,RIKEN Center for Advanced Intelligence Project,facility,JP
2025.acl-long.1235,I148128674,2025,University of Shanghai for Science and Technology,education,CN
2025.acl-long.1235,I200845125,2025,Nanjing University of Information Science and Technology,education,CN
2025.acl-long.1235,I66867065,2025,East China Normal University,education,CN
2025.acl-long.1235,I99043593,2025,Macquarie University,education,AU
2025.acl-long.1236,I14243506,2025,Hong Kong Polytechnic University,education,HK
2025.acl-long.1236,I158842170,2025,Chongqing University,education,CN
2025.acl-long.1236,I198091727,2025,Tianjin Polytechnic University,education,CN
2025.acl-long.1236,I4210112150,2025,Institute of Automation,facility,CN
2025.acl-long.1236,I4210165038,2025,University of Chinese Academy of Sciences,education,CN
2025.acl-long.1238,I4210112962,2025,York University,education,US
2025.acl-long.1238,I4210127509,2025,Vector Institute,facility,CA
2025.acl-long.1239,I157773358,2025,Sun Yat-sen University,education,CN
2025.acl-long.1239,I4387152954,2025,Ministry of Culture and Tourism,government,CN
2025.acl-long.124,I97018004,2025,Stanford University,education,US
2025.acl-long.1240,I204512498,2025,University of Macau,education,MO
2025.acl-long.1240,I204983213,2025,Harbin Institute of Technology,education,CN
2025.acl-long.1240,I205237279,2025,Nankai University,education,CN
2025.acl-long.1240,I206935292,2025,Shaqra University,education,SA
2025.acl-long.1240,I4210136793,2025,Peng Cheng Laboratory,facility,CN
2025.acl-long.1240,I76130692,2025,Zhejiang University,education,CN
2025.acl-long.1241,I141945490,2025,University of British Columbia,education,CA
2025.acl-long.1241,I4210124949,2025,Microsoft Research,company,IN
2025.acl-long.1241,I4210127509,2025,Vector Institute,facility,CA
2025.acl-long.1241,I65181880,2025,Indian Institute of Technology Hyderabad,education,IN
2025.acl-long.1242,EXT:5085AA7A7D73,2025,"Du Xiaoman Science Technology Co., Ltd",company,CN
2025.acl-long.1242,I204983213,2025,Harbin Institute of Technology,education,CN
